analysis,fold,selected_model,inner_ap,inner_roc_auc,inner_max_f1,inner_max_f1_threshold,outer_accuracy,outer_average_precision,outer_roc_auc,outer_precision,outer_recall,outer_f1,outer_lift_at_10_percent
proxy_resistant_sensitivity,1,Histogram Gradient Boosting,0.643878386642878,0.8559439312452608,0.6878643349226761,0.7008386723457872,0.9851649528706083,0.663728032039155,0.8664868496813478,0.8733509234828496,0.5910714285714286,0.7050053248136315,7.032701131844601
proxy_resistant_sensitivity,2,Gradient Boosting,0.6465820768520338,0.8614784411224088,0.6967080410140928,0.16216102755662548,0.9857540702656384,0.6467743427744564,0.8594865085499748,0.875,0.6125,0.7205882352941176,6.836356684001224
proxy_resistant_sensitivity,3,Histogram Gradient Boosting,0.6276295867366983,0.8432920542295542,0.6824594091025261,0.6918409381261467,0.9862896315338475,0.6810437393571945,0.8695519538799703,0.8802992518703242,0.6292335115864528,0.7338877338877339,7.109253512578869
proxy_resistant_sensitivity,4,Histogram Gradient Boosting,0.6443138101607606,0.8568315937681038,0.6880609192271552,0.7229904907141487,0.9846821273632906,0.6411869476122793,0.8595082802874339,0.8805555555555555,0.5660714285714286,0.6891304347826087,6.746747858672377
proxy_resistant_sensitivity,5,Histogram Gradient Boosting,0.6364343843588355,0.8516291991315682,0.6816720257229928,0.694238627210889,0.9837180654490921,0.6355615845086318,0.8507518615363986,0.8248730964467005,0.5803571428571429,0.6813417190775681,6.8181420159070045
